Latitude,Longitude,Elevation
34.55834000,-84.2500400,557.0
34.55834000,-84.2500900,558.0
34.55844000,-84.2500900,560.0
34.55850000,-84.2501600,563.0
34.55858000,-84.2502000,566.0
34.55865000,-84.2502100,568.0
34.55868000,-84.2502100,569.0
34.55871000,-84.2501800,569.0
34.55874000,-84.2501500,569.0
34.55882000,-84.2500500,569.0
34.55889000,-84.2499100,568.0
34.55897000,-84.2498000,568.0
34.55904000,-84.2497300,569.0
34.55911000,-84.2496700,570.0
34.55921000,-84.2495900,570.0
34.55925000,-84.2495500,570.0
34.55929000,-84.2495700,571.0
34.55933000,-84.2495900,572.0
34.55939000,-84.2496500,573.0
34.55945000,-84.2497000,575.0
34.55951000,-84.2497000,576.0
34.55960000,-84.2496800,576.0
34.55971000,-84.2496500,577.0
34.55987000,-84.2496000,579.0
34.55999000,-84.2495900,582.0
34.56006000,-84.2495500,583.0
34.56012000,-84.2494900,583.0
34.56021000,-84.2494000,583.0
34.56028000,-84.2493400,583.0
34.56035000,-84.2492600,583.0
34.56040000,-84.2492200,583.0
34.56045000,-84.2491700,583.0
34.56052000,-84.2491300,584.0
34.56059000,-84.2490800,585.0
34.56065000,-84.2490400,587.0
34.56071000,-84.2490000,588.0
34.56074000,-84.2489900,589.0
34.56075000,-84.2490000,589.0
34.56075000,-84.2490200,589.0
34.56072000,-84.2490600,589.0
34.56068000,-84.2491200,589.0
34.56068000,-84.2491500,589.0
34.56070000,-84.2491600,590.0
34.56073000,-84.2491800,592.0
34.56075000,-84.2491600,592.0
34.56079000,-84.2491200,592.0
34.56086000,-84.2490700,594.0
34.56090000,-84.2490500,595.0
34.56096000,-84.2490700,598.0
34.56102000,-84.2490900,601.0
34.56107000,-84.2490800,603.0
34.56110000,-84.2490700,604.0
34.56114000,-84.2490300,604.0
34.56117000,-84.2489600,604.0
34.56118000,-84.2489100,603.0
34.56121000,-84.2488600,603.0
34.56130000,-84.2487300,605.0
34.56138000,-84.2486300,605.0
34.56138000,-84.2486200,605.0
34.56148000,-84.2485200,607.0
34.56156000,-84.2484500,608.0
34.56160000,-84.2484200,609.0
34.56167000,-84.2483500,610.0
34.56175000,-84.2482900,612.0
34.56180000,-84.2482100,612.0
34.56184000,-84.2481500,613.0
34.56192000,-84.2480700,615.0
34.56200000,-84.2480200,616.0
34.56207000,-84.2480000,617.0
34.56224000,-84.2479600,618.0
34.56232000,-84.2479500,618.0
34.56243000,-84.2479100,617.0
34.56257000,-84.2478200,615.0
34.56267000,-84.2477700,615.0
34.56273000,-84.2477400,615.0
34.56277000,-84.2477200,616.0
34.56282000,-84.2477000,617.0
34.56283000,-84.2477200,617.0
34.56284000,-84.2477300,618.0
34.56288000,-84.2477300,619.0
34.56289000,-84.2477400,619.0
34.56290000,-84.2477600,620.0
34.56289000,-84.2478000,621.0
34.56288000,-84.2478100,621.0
34.56284000,-84.2478500,621.0
34.56280000,-84.2479000,622.0
34.56275000,-84.2479400,622.0
34.56272000,-84.2479600,622.0
34.56273000,-84.2479900,623.0
34.56274000,-84.2479900,624.0
34.56279000,-84.2479800,624.0
34.56285000,-84.2479700,626.0
34.56289000,-84.2479700,627.0
34.56290000,-84.2479900,628.0
34.56290000,-84.2480100,629.0
34.56289000,-84.2480200,629.0
34.56287000,-84.2480200,628.0
34.56282000,-84.2480500,628.0
34.56278000,-84.2480900,628.0
34.56269000,-84.2481600,629.0
34.56263000,-84.2482000,630.0
34.56256000,-84.2482500,630.0
34.56250000,-84.2483000,631.0
34.56242000,-84.2483700,632.0
34.56235000,-84.2484600,633.0
34.56226000,-84.2485300,633.0
34.56221000,-84.2485800,633.0
34.56216000,-84.2486600,634.0
34.56213000,-84.2487100,634.0
34.56211000,-84.2487600,635.0
34.56210000,-84.2488700,637.0
34.56208000,-84.2490000,640.0
34.56206000,-84.2491400,643.0
34.56207000,-84.2492500,645.0
34.56206000,-84.2493500,645.0
34.56205000,-84.2493900,645.0
34.56209000,-84.2493900,646.0
34.56211000,-84.2494000,646.0
34.56217000,-84.2493700,648.0
34.56225000,-84.2493300,649.0
34.56229000,-84.2493200,650.0
34.56233000,-84.2492900,650.0
34.56238000,-84.2492500,651.0
34.56240000,-84.2492300,651.0
34.56243000,-84.2492000,652.0
34.56249000,-84.2491800,652.0
